AT,2024-12-16,18.71,5.61,13.10
BE,2024-12-16,9.79,2.94,6.85
HR,2024-12-16,6.74,2.02,4.72
CZ,2024-12-16,4.57,1.37,3.20
DK,2024-12-16,312.83,93.85,218.98
FI,2024-12-16,62.33,18.70,43.63
FR,2024-12-16,225.59,67.68,157.91
DE,2024-12-16,868.32,260.50,607.82
GR,2024-12-16,0.11,0.03,0.08
IT,2024-12-16,32.30,9.69,22.61
LV,2024-12-16,0.98,0.29,0.69
LT,2024-12-16,0.00,0.00,0.00
LU,2024-12-16,0.11,0.03,0.08
NL,2024-12-16,44.60,13.38,31.22
NO,2024-12-16,18.71,5.61,13.10
PT,2024-12-16,55.58,16.67,38.91
SK,2024-12-16,6.64,1.99,4.64
SI,2024-12-16,1.31,0.39,0.91
ES,2024-12-16,11.96,3.59,8.38
SE,2024-12-16,3091.71,927.51,2164.19
CH,2024-12-16,108.77,32.63,76.14
US,2024-12-16,2549.70,764.91,1784.79
AT,2024-12-17,0.00,0.00,0.00
BE,2024-12-17,4.05,1.22,2.84
HR,2024-12-17,0.44,0.13,0.31
CZ,2024-12-17,3.51,1.05,2.45
DK,2024-12-17,19.83,5.95,13.88
FI,2024-12-17,13.91,4.17,9.74
FR,2024-12-17,365.41,109.62,255.79
DE,2024-12-17,1129.42,338.82,790.59
GR,2024-12-17,3.51,1.05,2.45
IT,2024-12-17,0.44,0.13,0.31
LT,2024-12-17,0.22,0.07,0.15
NL,2024-12-17,31.00,9.30,21.70
NO,2024-12-17,27.93,8.38,19.55
PT,2024-12-17,0.77,0.23,0.54
SI,2024-12-17,2.96,0.89,2.07
ES,2024-12-17,25.30,7.59,17.71
SE,2024-12-17,3716.63,1114.99,2601.64
CH,2024-12-17,485.68,145.70,339.97
US,2024-12-17,1538.86,461.66,1077.20
AT,2024-12-18,5.12,1.54,3.58
BE,2024-12-18,9.02,2.70,6.31
HR,2024-12-18,1.45,0.43,1.01
CZ,2024-12-18,0.00,0.00,0.00
DK,2024-12-18,275.82,82.75,193.07
FI,2024-12-18,4.12,1.24,2.88
FR,2024-12-18,559.32,167.80,391.52
DE,2024-12-18,502.33,150.70,351.63
GR,2024-12-18,1.78,0.53,1.25
IT,2024-12-18,1.22,0.37,0.86
LV,2024-12-18,0.11,0.03,0.08
LT,2024-12-18,3.67,1.10,2.57
NL,2024-12-18,190.11,57.03,133.08
NO,2024-12-18,119.88,35.96,83.91
PT,2024-12-18,37.51,11.25,26.26
SI,2024-12-18,0.67,0.20,0.47
ES,2024-12-18,0.89,0.27,0.62
SE,2024-12-18,3438.05,1031.42,2406.64
CH,2024-12-18,20.93,6.28,14.65
US,2024-12-18,1676.73,503.02,1173.71
AT,2024-12-19,0.00,0.00,0.00
BE,2024-12-19,0.00,0.00,0.00
HR,2024-12-19,6.18,1.85,4.32
CZ,2024-12-19,3.97,1.19,2.78
DK,2024-12-19,208.75,62.62,146.12
FI,2024-12-19,0.00,0.00,0.00
FR,2024-12-19,746.11,223.83,522.27
DE,2024-12-19,396.65,119.00,277.66
GR,2024-12-19,0.22,0.07,0.15
IT,2024-12-19,7.28,2.18,5.09
LV,2024-12-19,0.00,0.00,0.00
LT,2024-12-19,0.11,0.03,0.08
LU,2024-12-19,0.00,0.00,0.00
NL,2024-12-19,78.73,23.62,55.11
NO,2024-12-19,18.31,5.49,12.81
PT,2024-12-19,93.73,28.12,65.61
SI,2024-12-19,8.05,2.41,5.63
ES,2024-12-19,163.31,48.99,114.32
SE,2024-12-19,3320.32,996.10,2324.22
CH,2024-12-19,596.14,178.84,417.30
US,2024-12-19,1597.75,479.32,1118.42
AT,2024-12-20,3.09,0.93,2.16
BE,2024-12-20,0.00,0.00,0.00
DK,2024-12-20,55.91,16.77,39.14
FI,2024-12-20,82.16,24.65,57.51
FR,2024-12-20,254.97,76.49,178.48
DE,2024-12-20,581.73,174.52,407.21
GR,2024-12-20,4.63,1.39,3.24
IT,2024-12-20,25.36,7.61,17.76
LV,2024-12-20,14.67,4.40,10.27
LT,2024-12-20,5.73,1.72,4.01
NL,2024-12-20,173.14,51.94,121.20
NO,2024-12-20,28.12,8.44,19.68
PT,2024-12-20,4.52,1.36,3.17
ES,2024-12-20,13.23,3.97,9.26
SE,2024-12-20,1909.72,572.92,1336.80
CH,2024-12-20,156.49,46.95,109.54
US,2024-12-20,1228.63,368.59,860.04
AT,2024-12-21,0.00,0.00,0.00
BE,2024-12-21,37.51,11.25,26.26
